transaction_id,customer_id,product_id,sales_rep_id,transaction_date,quantity,unit_price,discount_percent,gross_amount,discount_amount,net_amount,payment_method,payment_status,sales_channel,region,currency_code,exchange_rate_to_usd,order_priority
TXN-2023-06429,CUST-01567,PROD-0003,REP-0134,2023-05-27,8,599.00,10.00,4792.00,479.20,4312.80,Credit Card,Completed,Partner,Asia-Pacific,AUD,0.6700,High
TXN-2023-06430,CUST-01275,PROD-0009,REP-0289,2023-12-20,15,99.00,12.00,1485.00,178.20,1306.80,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06431,CUST-02167,PROD-0012,REP-0245,2023-06-25,2,1499.00,15.00,2998.00,449.70,2548.30,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06432,CUST-02021,PROD-0004,REP-0134,2024-01-09,3,5999.00,15.00,17997.00,2699.55,15297.45,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06433,CUST-01200,PROD-0004,REP-0045,2024-11-21,25,5999.00,15.00,149975.00,22496.25,127478.75,Credit Card,Completed,Partner,Europe,EUR,1.0800,High
TXN-2023-06434,CUST-02224,PROD-0018,REP-0203,2023-04-11,10,7999.00,15.00,79990.00,11998.50,67991.50,Credit Card,Completed,Online,North America,USD,1.0000,High
TXN-2023-06435,CUST-01587,PROD-0002,REP-0045,2023-09-05,3,2999.00,5.00,8997.00,449.85,8547.15,PayPal,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06436,CUST-00903,PROD-0010,REP-0078,2024-07-12,15,999.00,15.00,14985.00,2247.75,12737.25,Credit Card,Pending,Direct Sales,North America,USD,1.0000,High
TXN-2023-06437,CUST-01066,PROD-0007,REP-0078,2024-05-07,30,8999.00,18.00,269970.00,48594.60,221375.40,Wire Transfer,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-06438,CUST-00670,PROD-0018,REP-0089,2024-12-08,2,7999.00,0.00,15998.00,0.00,15998.00,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06439,CUST-01936,PROD-0015,REP-0203,2024-01-20,4,4999.00,10.00,19996.00,1999.60,17996.40,Wire Transfer,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06440,CUST-00186,PROD-0012,REP-0289,2024-02-19,3,1499.00,15.00,4497.00,674.55,3822.45,Invoice,Completed,Online,North America,CAD,0.7500,Medium
TXN-2023-06441,CUST-02155,PROD-0009,REP-0078,2024-03-09,3,99.00,10.00,297.00,29.70,267.30,Invoice,Completed,Online,North America,CAD,0.7500,Low
TXN-2023-06442,CUST-01831,PROD-0018,REP-0089,2023-02-25,12,7999.00,12.00,95988.00,11518.56,84469.44,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06443,CUST-00751,PROD-0018,REP-0203,2024-08-06,15,7999.00,8.00,119985.00,9598.80,110386.20,PayPal,Pending,Online,North America,CAD,0.7500,High
TXN-2023-06444,CUST-01243,PROD-0003,REP-0078,2024-02-14,10,599.00,0.00,5990.00,0.00,5990.00,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06445,CUST-01653,PROD-0008,REP-0203,2023-05-28,1,2999.00,12.00,2999.00,359.88,2639.12,Wire Transfer,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06446,CUST-00821,PROD-0012,REP-0267,2024-04-21,25,1499.00,10.00,37475.00,3747.50,33727.50,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06447,CUST-00811,PROD-0018,REP-0203,2023-01-31,15,7999.00,0.00,119985.00,0.00,119985.00,Credit Card,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-06448,CUST-00173,PROD-0008,REP-0078,2024-10-08,30,2999.00,20.00,89970.00,17994.00,71976.00,Invoice,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Low
TXN-2023-06449,CUST-00170,PROD-0011,REP-0203,2024-10-03,25,199.00,12.00,4975.00,597.00,4378.00,Credit Card,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-06450,CUST-00469,PROD-0003,REP-0156,2023-11-25,20,599.00,15.00,11980.00,1797.00,10183.00,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06451,CUST-01207,PROD-0008,REP-0112,2024-02-21,2,2999.00,18.00,5998.00,1079.64,4918.36,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06452,CUST-01410,PROD-0021,REP-0289,2024-01-30,25,299.00,8.00,7475.00,598.00,6877.00,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06453,CUST-01846,PROD-0002,REP-0134,2024-05-13,1,2999.00,20.00,2999.00,599.80,2399.20,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06454,CUST-00844,PROD-0021,REP-0289,2023-01-27,20,299.00,15.00,5980.00,897.00,5083.00,PayPal,Completed,Partner,Europe,EUR,1.0800,High
TXN-2023-06455,CUST-01673,PROD-0008,REP-0245,2024-01-13,3,2999.00,15.00,8997.00,1349.55,7647.45,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06456,CUST-01280,PROD-0021,REP-0112,2023-01-11,8,299.00,18.00,2392.00,430.56,1961.44,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06457,CUST-00297,PROD-0009,REP-0134,2024-03-18,4,99.00,10.00,396.00,39.60,356.40,Credit Card,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-06458,CUST-00186,PROD-0002,REP-0089,2024-06-25,15,2999.00,15.00,44985.00,6747.75,38237.25,Wire Transfer,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Low
TXN-2023-06459,CUST-00424,PROD-0001,REP-0078,2024-04-30,5,299.00,10.00,1495.00,149.50,1345.50,Invoice,Completed,Online,Europe,GBP,1.2700,Low
TXN-2023-06460,CUST-02545,PROD-0006,REP-0112,2023-09-14,1,899.00,15.00,899.00,134.85,764.15,Wire Transfer,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06461,CUST-01857,PROD-0001,REP-0134,2024-10-25,1,299.00,5.00,299.00,14.95,284.05,Invoice,Completed,Online,North America,USD,1.0000,High
TXN-2023-06462,CUST-01850,PROD-0008,REP-0156,2024-09-27,12,2999.00,20.00,35988.00,7197.60,28790.40,Invoice,Pending,Partner,Europe,GBP,1.2700,Low
TXN-2023-06463,CUST-02370,PROD-0001,REP-0203,2024-04-10,6,299.00,10.00,1794.00,179.40,1614.60,Wire Transfer,Completed,Partner,North America,USD,1.0000,Low
TXN-2023-06464,CUST-01208,PROD-0007,REP-0112,2024-10-10,4,8999.00,15.00,35996.00,5399.40,30596.60,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06465,CUST-01525,PROD-0021,REP-0089,2023-10-05,25,299.00,15.00,7475.00,1121.25,6353.75,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Low
TXN-2023-06466,CUST-00320,PROD-0001,REP-0203,2023-04-10,2,299.00,0.00,598.00,0.00,598.00,Invoice,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-06467,CUST-00434,PROD-0015,REP-0134,2024-07-19,30,4999.00,0.00,149970.00,0.00,149970.00,Invoice,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06468,CUST-02178,PROD-0021,REP-0089,2023-09-20,1,299.00,10.00,299.00,29.90,269.10,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-06469,CUST-00912,PROD-0021,REP-0078,2023-06-01,3,299.00,18.00,897.00,161.46,735.54,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06470,CUST-02020,PROD-0001,REP-0156,2023-07-18,2,299.00,15.00,598.00,89.70,508.30,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06471,CUST-01740,PROD-0018,REP-0267,2024-06-18,6,7999.00,0.00,47994.00,0.00,47994.00,Credit Card,Completed,Partner,Europe,EUR,1.0800,High
TXN-2023-06472,CUST-00119,PROD-0001,REP-0078,2024-06-23,12,299.00,10.00,3588.00,358.80,3229.20,Wire Transfer,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,High
TXN-2023-06473,CUST-01217,PROD-0003,REP-0203,2023-09-03,5,599.00,10.00,2995.00,299.50,2695.50,Invoice,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-06474,CUST-02583,PROD-0021,REP-0203,2024-02-28,2,299.00,15.00,598.00,89.70,508.30,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06475,CUST-02047,PROD-0010,REP-0112,2023-10-23,8,999.00,15.00,7992.00,1198.80,6793.20,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-06476,CUST-01479,PROD-0018,REP-0045,2023-01-29,10,7999.00,0.00,79990.00,0.00,79990.00,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06477,CUST-02090,PROD-0018,REP-0045,2023-02-01,15,7999.00,0.00,119985.00,0.00,119985.00,Credit Card,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06478,CUST-01938,PROD-0018,REP-0134,2024-07-31,1,7999.00,0.00,7999.00,0.00,7999.00,PayPal,Pending,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06479,CUST-02316,PROD-0003,REP-0245,2023-01-01,12,599.00,20.00,7188.00,1437.60,5750.40,Wire Transfer,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-06480,CUST-01902,PROD-0010,REP-0045,2024-01-11,2,999.00,15.00,1998.00,299.70,1698.30,Invoice,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-06481,CUST-00435,PROD-0015,REP-0045,2023-08-01,15,4999.00,15.00,74985.00,11247.75,63737.25,Wire Transfer,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-06482,CUST-01108,PROD-0002,REP-0267,2024-05-18,12,2999.00,12.00,35988.00,4318.56,31669.44,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06483,CUST-00922,PROD-0001,REP-0203,2024-07-10,2,299.00,20.00,598.00,119.60,478.40,PayPal,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06484,CUST-02174,PROD-0011,REP-0203,2024-03-11,2,199.00,15.00,398.00,59.70,338.30,PayPal,Completed,Partner,Europe,GBP,1.2700,High
TXN-2023-06485,CUST-02450,PROD-0012,REP-0245,2024-12-20,8,1499.00,0.00,11992.00,0.00,11992.00,PayPal,Completed,Partner,Europe,EUR,1.0800,Medium
TXN-2023-06486,CUST-02410,PROD-0009,REP-0134,2024-02-29,15,99.00,12.00,1485.00,178.20,1306.80,Credit Card,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-06487,CUST-00575,PROD-0002,REP-0245,2023-09-05,4,2999.00,0.00,11996.00,0.00,11996.00,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-06488,CUST-00572,PROD-0007,REP-0156,2023-03-25,1,8999.00,8.00,8999.00,719.92,8279.08,Credit Card,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-06489,CUST-00524,PROD-0012,REP-0267,2024-10-22,5,1499.00,10.00,7495.00,749.50,6745.50,Invoice,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06490,CUST-01566,PROD-0004,REP-0112,2024-10-14,3,5999.00,18.00,17997.00,3239.46,14757.54,PayPal,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06491,CUST-02142,PROD-0006,REP-0156,2024-09-02,4,899.00,8.00,3596.00,287.68,3308.32,PayPal,Pending,Direct Sales,Asia-Pacific,SGD,0.7400,High
TXN-2023-06492,CUST-02402,PROD-0006,REP-0289,2024-09-29,1,899.00,10.00,899.00,89.90,809.10,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06493,CUST-02081,PROD-0006,REP-0203,2023-12-14,2,899.00,0.00,1798.00,0.00,1798.00,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-06494,CUST-00808,PROD-0003,REP-0112,2023-09-30,2,599.00,5.00,1198.00,59.90,1138.10,Wire Transfer,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-06495,CUST-00208,PROD-0001,REP-0078,2024-08-16,3,299.00,8.00,897.00,71.76,825.24,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06496,CUST-00837,PROD-0002,REP-0045,2024-12-26,30,2999.00,18.00,89970.00,16194.60,73775.40,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06497,CUST-01405,PROD-0004,REP-0289,2023-06-09,30,5999.00,12.00,179970.00,21596.40,158373.60,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06498,CUST-02479,PROD-0012,REP-0267,2024-05-22,20,1499.00,0.00,29980.00,0.00,29980.00,Invoice,Completed,Partner,North America,USD,1.0000,Low
TXN-2023-06499,CUST-01158,PROD-0003,REP-0112,2023-01-19,3,599.00,5.00,1797.00,89.85,1707.15,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06500,CUST-01676,PROD-0012,REP-0267,2024-04-15,25,1499.00,20.00,37475.00,7495.00,29980.00,Credit Card,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Low
TXN-2023-06501,CUST-01454,PROD-0021,REP-0078,2023-11-04,1,299.00,15.00,299.00,44.85,254.15,Invoice,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-06502,CUST-01490,PROD-0008,REP-0134,2024-07-15,2,2999.00,20.00,5998.00,1199.60,4798.40,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06503,CUST-01273,PROD-0011,REP-0203,2024-09-08,4,199.00,0.00,796.00,0.00,796.00,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-06504,CUST-01967,PROD-0021,REP-0078,2024-11-18,2,299.00,10.00,598.00,59.80,538.20,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Low
TXN-2023-06505,CUST-01920,PROD-0003,REP-0203,2024-05-26,12,599.00,5.00,7188.00,359.40,6828.60,Invoice,Failed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06506,CUST-01273,PROD-0012,REP-0289,2023-01-01,10,1499.00,5.00,14990.00,749.50,14240.50,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06507,CUST-01758,PROD-0015,REP-0267,2023-06-21,2,4999.00,5.00,9998.00,499.90,9498.10,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-06508,CUST-00167,PROD-0018,REP-0156,2023-10-05,5,7999.00,18.00,39995.00,7199.10,32795.90,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-06509,CUST-00530,PROD-0003,REP-0156,2024-03-22,3,599.00,0.00,1797.00,0.00,1797.00,Invoice,Completed,Partner,Europe,EUR,1.0800,Medium
TXN-2023-06510,CUST-02140,PROD-0003,REP-0267,2023-09-05,20,599.00,10.00,11980.00,1198.00,10782.00,Invoice,Completed,Partner,Asia-Pacific,JPY,0.0075,Low
TXN-2023-06511,CUST-02144,PROD-0007,REP-0045,2024-10-25,3,8999.00,15.00,26997.00,4049.55,22947.45,Wire Transfer,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-06512,CUST-01063,PROD-0007,REP-0078,2024-08-30,30,8999.00,18.00,269970.00,48594.60,221375.40,Credit Card,Completed,Partner,North America,USD,1.0000,High
TXN-2023-06513,CUST-00608,PROD-0002,REP-0156,2024-11-29,1,2999.00,10.00,2999.00,299.90,2699.10,PayPal,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Low
TXN-2023-06514,CUST-00816,PROD-0015,REP-0112,2024-02-27,2,4999.00,10.00,9998.00,999.80,8998.20,Wire Transfer,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-06515,CUST-00685,PROD-0015,REP-0112,2023-11-30,1,4999.00,5.00,4999.00,249.95,4749.05,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06516,CUST-02328,PROD-0002,REP-0156,2024-05-24,10,2999.00,8.00,29990.00,2399.20,27590.80,Invoice,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-06517,CUST-00988,PROD-0008,REP-0267,2023-04-19,4,2999.00,0.00,11996.00,0.00,11996.00,PayPal,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-06518,CUST-01373,PROD-0004,REP-0045,2024-02-11,15,5999.00,15.00,89985.00,13497.75,76487.25,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06519,CUST-01711,PROD-0001,REP-0134,2023-09-24,30,299.00,5.00,8970.00,448.50,8521.50,Credit Card,Completed,Partner,North America,USD,1.0000,High
TXN-2023-06520,CUST-01721,PROD-0008,REP-0134,2023-12-25,3,2999.00,5.00,8997.00,449.85,8547.15,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06521,CUST-01603,PROD-0018,REP-0112,2023-12-16,1,7999.00,8.00,7999.00,639.92,7359.08,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06522,CUST-00390,PROD-0001,REP-0134,2023-02-18,3,299.00,8.00,897.00,71.76,825.24,Invoice,Completed,Partner,Asia-Pacific,JPY,0.0075,Medium
TXN-2023-06523,CUST-01694,PROD-0009,REP-0089,2024-09-19,20,99.00,18.00,1980.00,356.40,1623.60,PayPal,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06524,CUST-01123,PROD-0004,REP-0156,2023-01-13,1,5999.00,5.00,5999.00,299.95,5699.05,Wire Transfer,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06525,CUST-01560,PROD-0004,REP-0203,2024-01-19,10,5999.00,5.00,59990.00,2999.50,56990.50,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-06526,CUST-01343,PROD-0015,REP-0078,2023-04-06,8,4999.00,5.00,39992.00,1999.60,37992.40,Invoice,Completed,Direct Sales,North America,USD,1.0000,High
TXN-2023-06527,CUST-01732,PROD-0003,REP-0078,2023-11-04,3,599.00,15.00,1797.00,269.55,1527.45,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06528,CUST-02037,PROD-0002,REP-0134,2023-05-27,25,2999.00,0.00,74975.00,0.00,74975.00,PayPal,Completed,Online,Asia-Pacific,JPY,0.0075,High
TXN-2023-06529,CUST-01789,PROD-0002,REP-0156,2023-01-16,1,2999.00,12.00,2999.00,359.88,2639.12,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06530,CUST-02292,PROD-0003,REP-0078,2024-08-04,2,599.00,20.00,1198.00,239.60,958.40,Wire Transfer,Completed,Partner,North America,USD,1.0000,High
TXN-2023-06531,CUST-01358,PROD-0008,REP-0156,2024-12-17,1,2999.00,10.00,2999.00,299.90,2699.10,PayPal,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-06532,CUST-02426,PROD-0006,REP-0203,2024-06-11,4,899.00,10.00,3596.00,359.60,3236.40,Invoice,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-06533,CUST-02490,PROD-0009,REP-0134,2023-03-13,1,99.00,15.00,99.00,14.85,84.15,Credit Card,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-06534,CUST-02076,PROD-0012,REP-0089,2024-09-04,5,1499.00,15.00,7495.00,1124.25,6370.75,Wire Transfer,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Low
TXN-2023-06535,CUST-02578,PROD-0021,REP-0245,2024-12-13,3,299.00,8.00,897.00,71.76,825.24,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06536,CUST-00986,PROD-0007,REP-0267,2023-10-01,30,8999.00,10.00,269970.00,26997.00,242973.00,Credit Card,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-06537,CUST-01503,PROD-0001,REP-0289,2023-04-15,6,299.00,15.00,1794.00,269.10,1524.90,Invoice,Failed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06538,CUST-00386,PROD-0015,REP-0078,2024-01-04,3,4999.00,15.00,14997.00,2249.55,12747.45,PayPal,Pending,Partner,North America,CAD,0.7500,Medium
TXN-2023-06539,CUST-01404,PROD-0010,REP-0245,2023-12-08,25,999.00,8.00,24975.00,1998.00,22977.00,Credit Card,Completed,Online,North America,CAD,0.7500,Medium
TXN-2023-06540,CUST-01801,PROD-0003,REP-0156,2024-08-07,1,599.00,15.00,599.00,89.85,509.15,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06541,CUST-01483,PROD-0008,REP-0289,2023-07-01,3,2999.00,20.00,8997.00,1799.40,7197.60,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06542,CUST-02531,PROD-0015,REP-0245,2024-08-20,25,4999.00,10.00,124975.00,12497.50,112477.50,Wire Transfer,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-06543,CUST-02349,PROD-0002,REP-0267,2023-09-05,10,2999.00,20.00,29990.00,5998.00,23992.00,Credit Card,Completed,Online,Asia-Pacific,SGD,0.7400,Low
TXN-2023-06544,CUST-01227,PROD-0007,REP-0045,2024-01-02,1,8999.00,10.00,8999.00,899.90,8099.10,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-06545,CUST-02390,PROD-0004,REP-0267,2023-07-29,4,5999.00,10.00,23996.00,2399.60,21596.40,Wire Transfer,Completed,Partner,Europe,GBP,1.2700,Low
TXN-2023-06546,CUST-00752,PROD-0011,REP-0112,2024-08-21,1,199.00,15.00,199.00,29.85,169.15,Invoice,Completed,Online,North America,USD,1.0000,Medium
TXN-2023-06547,CUST-02250,PROD-0009,REP-0078,2024-10-14,25,99.00,20.00,2475.00,495.00,1980.00,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-06548,CUST-00692,PROD-0011,REP-0134,2023-02-20,1,199.00,12.00,199.00,23.88,175.12,PayPal,Completed,Online,North America,USD,1.0000,High
TXN-2023-06549,CUST-00863,PROD-0009,REP-0203,2024-02-08,20,99.00,18.00,1980.00,356.40,1623.60,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-06550,CUST-02002,PROD-0006,REP-0245,2023-01-09,20,899.00,15.00,17980.00,2697.00,15283.00,Invoice,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Low
TXN-2023-06551,CUST-01972,PROD-0018,REP-0112,2024-10-22,30,7999.00,18.00,239970.00,43194.60,196775.40,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06552,CUST-02325,PROD-0002,REP-0245,2023-10-30,1,2999.00,8.00,2999.00,239.92,2759.08,PayPal,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06553,CUST-00853,PROD-0007,REP-0089,2024-09-11,12,8999.00,20.00,107988.00,21597.60,86390.40,Credit Card,Completed,Partner,Europe,EUR,1.0800,High
TXN-2023-06554,CUST-00862,PROD-0010,REP-0203,2024-02-16,3,999.00,10.00,2997.00,299.70,2697.30,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-06555,CUST-01239,PROD-0002,REP-0289,2023-09-25,3,2999.00,5.00,8997.00,449.85,8547.15,Wire Transfer,Completed,Partner,Asia-Pacific,JPY,0.0075,High
TXN-2023-06556,CUST-00392,PROD-0015,REP-0245,2024-01-05,12,4999.00,10.00,59988.00,5998.80,53989.20,Credit Card,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-06557,CUST-02266,PROD-0007,REP-0245,2023-08-08,2,8999.00,8.00,17998.00,1439.84,16558.16,Wire Transfer,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-06558,CUST-01600,PROD-0007,REP-0078,2023-08-06,1,8999.00,12.00,8999.00,1079.88,7919.12,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-06559,CUST-01916,PROD-0001,REP-0267,2023-02-07,5,299.00,10.00,1495.00,149.50,1345.50,Wire Transfer,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-06560,CUST-02315,PROD-0018,REP-0289,2023-05-09,20,7999.00,18.00,159980.00,28796.40,131183.60,PayPal,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-06561,CUST-01156,PROD-0003,REP-0289,2023-10-19,20,599.00,10.00,11980.00,1198.00,10782.00,PayPal,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-06562,CUST-01324,PROD-0001,REP-0112,2023-05-04,8,299.00,18.00,2392.00,430.56,1961.44,Credit Card,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06563,CUST-00510,PROD-0007,REP-0112,2023-08-27,10,8999.00,20.00,89990.00,17998.00,71992.00,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06564,CUST-02165,PROD-0011,REP-0134,2024-01-25,2,199.00,0.00,398.00,0.00,398.00,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-06565,CUST-00983,PROD-0011,REP-0203,2024-01-24,5,199.00,18.00,995.00,179.10,815.90,Wire Transfer,Completed,Partner,Europe,EUR,1.0800,High
TXN-2023-06566,CUST-00548,PROD-0010,REP-0245,2023-05-23,15,999.00,10.00,14985.00,1498.50,13486.50,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-06567,CUST-01220,PROD-0010,REP-0267,2024-04-20,3,999.00,15.00,2997.00,449.55,2547.45,PayPal,Completed,Online,Europe,GBP,1.2700,Low
TXN-2023-06568,CUST-02578,PROD-0010,REP-0267,2024-07-06,4,999.00,15.00,3996.00,599.40,3396.60,Wire Transfer,Completed,Partner,Europe,EUR,1.0800,Medium
TXN-2023-06569,CUST-02178,PROD-0002,REP-0112,2024-05-22,5,2999.00,15.00,14995.00,2249.25,12745.75,Credit Card,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-06570,CUST-00440,PROD-0007,REP-0078,2024-09-17,25,8999.00,15.00,224975.00,33746.25,191228.75,Credit Card,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-06571,CUST-00143,PROD-0002,REP-0078,2024-12-21,12,2999.00,0.00,35988.00,0.00,35988.00,Wire Transfer,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-06572,CUST-00671,PROD-0012,REP-0156,2023-11-03,8,1499.00,8.00,11992.00,959.36,11032.64,Invoice,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-06573,CUST-00642,PROD-0011,REP-0267,2023-12-03,1,199.00,0.00,199.00,0.00,199.00,Credit Card,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-06574,CUST-00853,PROD-0003,REP-0267,2024-11-03,20,599.00,15.00,11980.00,1797.00,10183.00,Wire Transfer,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-06575,CUST-00155,PROD-0012,REP-0203,2024-04-20,1,1499.00,20.00,1499.00,299.80,1199.20,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Low
